ApplicantYears,AnnualEarnings,RequestedSum,TrustMetric,WorkDuration,ActiveAccounts,OfferRate,RepayPeriod,DebtFactor,OwnsProperty,FamilyObligation,JointApplicant,QualificationLevel_High School,QualificationLevel_Master's,QualificationLevel_PhD,WorkCategory_Part-time,WorkCategory_Self-employed,WorkCategory_Unemployed,RelationshipStatus_Married,RelationshipStatus_Single,FundUseCase_Business,FundUseCase_Education,FundUseCase_Home,FundUseCase_Other,RiskFlag
49,105147,242630,735,98,4,5.97,36,0.14,0,1,1,False,True,False,True,False,False,True,False,False,False,True,False,0
64,83829,238225,596,117,1,17.98,60,0.8,1,1,0,False,True,False,False,False,True,True,False,False,False,False,True,0
40,78541,142192,842,1,3,14.31,36,0.55,1,0,1,False,True,False,True,False,False,False,True,False,True,False,False,0
46,94623,144935,630,112,2,23.37,24,0.3,0,1,0,False,True,False,False,False,True,False,True,False,False,True,False,0
20,63190,105046,329,60,3,21.63,48,0.18,0,1,1,False,False,True,False,True,False,False,False,False,True,False,False,0
33,110081,140958,582,30,2,14.35,24,0.5,0,0,0,False,False,False,False,False,False,False,True,False,False,True,False,0
48,67637,55801,485,113,4,19.8,48,0.76,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,0
30,86294,144494,808,69,2,21.77,48,0.19,1,1,0,False,False,False,False,True,False,False,True,True,False,False,False,0
40,140457,120497,702,7,4,5.7,36,0.3,0,0,0,True,False,False,True,False,False,False,True,False,False,True,False,0
23,80718,121616,567,34,2,6.27,36,0.72,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,0
28,57314,113427,365,49,2,11.95,36,0.44,1,1,0,True,False,False,False,False,True,False,True,False,False,False,False,0
38,31276,77743,481,115,2,17.26,36,0.63,0,0,0,False,True,False,True,False,False,False,False,False,True,False,False,0
60,120883,69007,757,58,2,18.72,36,0.75,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
49,101253,247782,638,77,3,24.58,24,0.25,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,0
65,145394,183697,458,82,3,11.41,36,0.61,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
48,115480,157626,385,102,4,13.99,36,0.78,0,1,0,False,False,True,False,False,True,False,True,False,False,False,True,0
18,37328,159297,768,32,2,5.72,48,0.43,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,0
55,15432,9184,387,116,1,2.99,60,0.2,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,0
65,126643,76416,763,22,3,11.93,12,0.5,1,1,0,False,False,True,False,False,False,False,True,False,True,False,False,0
22,68366,232765,837,59,4,7.81,12,0.4,1,0,0,False,False,True,True,False,False,True,False,False,True,False,False,0
33,131946,18184,596,66,3,5.51,48,0.31,1,1,0,False,False,True,False,False,True,True,False,False,True,False,False,0
57,31288,164550,509,34,3,11.32,12,0.54,0,0,0,False,True,False,False,False,False,False,True,True,False,False,False,0
33,122129,121293,828,88,3,11.49,48,0.34,0,0,1,True,False,False,False,True,False,True,False,False,False,False,True,0
60,67707,158060,605,5,4,6.71,60,0.8,1,1,1,False,True,False,False,False,True,False,True,False,False,True,False,0
48,95897,88597,342,24,1,9.27,12,0.32,0,1,1,True,False,False,True,False,False,False,True,False,False,False,True,0
21,140137,130780,491,113,2,4.66,24,0.27,0,1,0,False,True,False,True,False,False,False,True,False,False,False,True,0
54,137901,155955,563,40,4,14.02,24,0.73,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0
53,117033,174743,500,118,3,23.1,60,0.85,0,1,1,False,True,False,False,False,True,False,False,False,False,False,True,0
47,68309,172256,774,56,3,7.06,12,0.84,0,1,1,False,True,False,False,False,False,True,False,True,False,False,False,0
53,15697,239321,762,28,3,10.21,36,0.4,1,1,1,True,False,False,False,False,False,True,False,False,True,False,False,0
41,118434,50484,674,0,4,11.38,48,0.75,0,0,0,False,False,True,False,False,True,True,False,False,False,False,True,0
26,118449,190759,453,39,4,19.6,24,0.37,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0
50,127645,116539,303,95,2,15.24,36,0.79,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,0
52,117663,52136,385,95,3,15.01,24,0.18,0,1,1,False,False,True,False,False,True,True,False,True,False,False,False,0
22,70416,61917,743,73,4,14.67,36,0.7,1,0,0,True,False,False,False,True,False,False,True,False,True,False,False,0
31,24271,34683,665,8,2,16.05,36,0.79,1,1,0,False,True,False,False,True,False,True,False,True,False,False,False,0
67,47575,84984,663,94,1,8.24,48,0.67,0,0,1,True,False,False,False,False,False,False,True,False,True,False,False,0
60,87669,211432,664,73,3,22.18,48,0.77,0,0,1,False,False,True,False,True,False,False,False,False,False,False,True,0
26,38268,104911,611,0,2,9.0,48,0.52,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,0
34,128809,48110,412,118,4,21.5,36,0.78,1,1,1,False,False,False,True,False,False,True,False,False,False,False,False,0
45,88991,163339,682,26,3,16.34,12,0.33,0,1,1,False,False,False,False,False,True,False,False,False,False,True,False,0
65,16766,137607,535,105,3,11.3,48,0.23,1,0,0,True,False,False,False,True,False,False,True,False,False,True,False,0
63,74168,110834,788,108,4,17.85,48,0.16,0,1,1,True,False,False,False,False,True,False,True,False,True,False,False,0
56,47813,36581,667,21,3,23.11,60,0.35,1,0,0,False,True,False,False,True,False,False,True,False,True,False,False,0
69,130411,131087,808,22,4,24.69,36,0.67,1,1,1,False,False,False,True,False,False,False,False,False,False,False,True,0
27,44997,43781,683,80,2,21.65,60,0.7,0,0,1,False,False,False,True,False,False,False,False,False,True,False,False,0
42,42340,82168,640,30,4,4.19,36,0.57,1,0,1,False,False,False,False,True,False,True,False,False,False,True,False,0
48,118543,25365,359,11,3,6.53,60,0.74,0,0,0,False,False,True,True,False,False,False,False,False,False,False,True,0
22,55400,32962,542,36,2,11.0,36,0.42,0,1,0,False,False,False,False,False,True,False,True,True,False,False,False,0
25,75248,14315,793,0,1,18.69,36,0.19,1,1,1,False,False,False,False,True,False,False,True,False,False,True,False,0
56,105721,245517,413,115,1,11.51,60,0.38,0,0,0,False,True,False,False,False,True,True,False,False,False,False,True,0
24,149973,71854,681,50,4,24.3,24,0.44,1,0,0,True,False,False,True,False,False,False,True,False,False,True,False,0
68,108141,75566,687,78,4,18.45,48,0.57,1,0,1,False,True,False,True,False,False,True,False,False,False,True,False,0
58,147080,52473,577,116,3,6.23,60,0.32,1,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
50,123779,194009,728,66,3,13.62,36,0.61,1,0,1,False,True,False,True,False,False,False,True,True,False,False,False,0
26,78040,46269,398,51,3,4.21,60,0.83,1,1,1,False,False,False,False,True,False,True,False,False,False,False,False,0
44,42734,107851,744,87,3,24.67,48,0.89,1,1,0,True,False,False,False,False,True,True,False,False,True,False,False,0
37,107096,97623,480,58,3,8.27,36,0.88,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0
24,94867,107049,567,91,3,10.5,60,0.77,0,1,1,False,False,True,False,False,True,False,True,False,False,False,False,0
30,42884,177068,483,86,1,20.11,48,0.33,1,1,0,False,False,True,False,False,True,False,False,False,True,False,False,0
21,55550,207213,311,82,1,9.74,60,0.23,1,0,0,True,False,False,True,False,False,False,False,False,False,False,True,0
68,53854,81584,347,98,2,7.89,24,0.11,0,0,0,False,False,True,False,True,False,False,True,False,True,False,False,0
63,74500,238068,680,15,4,7.59,48,0.79,0,1,1,False,True,False,False,False,False,True,False,False,False,False,False,0
34,68518,66344,661,22,2,24.3,24,0.56,1,1,1,False,False,False,False,False,True,True,False,False,True,False,False,0
21,116117,6386,396,27,4,21.98,48,0.29,1,1,1,False,False,False,True,False,False,False,False,False,True,False,False,0
42,40950,120954,680,13,1,3.8,60,0.82,0,1,0,False,True,False,True,False,False,False,False,False,False,False,False,0
39,28948,150642,383,99,2,18.0,12,0.67,1,1,0,False,False,True,False,True,False,False,True,True,False,False,False,0
23,108553,238813,826,31,3,7.19,12,0.28,1,1,1,False,False,True,False,False,True,True,False,False,False,True,False,0
38,82441,224718,648,32,2,19.9,36,0.82,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,0
69,18510,137953,655,18,3,23.81,48,0.19,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,0
42,84477,228855,684,25,1,13.78,48,0.56,0,0,1,False,True,False,False,False,True,False,False,False,True,False,False,0
29,26560,150460,691,79,4,14.71,60,0.3,1,1,0,True,False,False,False,True,False,False,False,False,True,False,False,0
42,34663,32193,759,89,1,7.18,24,0.61,0,0,1,False,False,False,False,False,True,False,True,True,False,False,False,0
67,92884,38621,394,58,2,9.89,48,0.82,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,0
64,121754,171918,390,78,2,23.27,24,0.37,1,0,0,False,True,False,False,True,False,False,True,False,True,False,False,0
27,56704,148585,567,62,1,2.76,48,0.69,0,1,0,False,True,False,True,False,False,False,False,True,False,False,False,0
32,44926,41774,377,110,1,6.28,36,0.52,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,0
65,67229,66199,601,88,4,2.76,48,0.53,1,1,1,False,True,False,False,False,False,True,False,True,False,False,False,0
49,147055,188569,787,6,4,12.92,48,0.14,1,0,1,False,True,False,True,False,False,False,True,False,False,True,False,0
20,30050,174565,792,66,1,6.68,60,0.29,1,0,1,False,True,False,False,True,False,True,False,False,False,False,False,0
29,61774,25071,689,52,2,11.65,60,0.26,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,0
57,108452,81214,335,109,3,10.1,48,0.27,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,0
42,108207,33048,519,44,3,15.94,48,0.48,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,0
51,71532,107725,635,74,1,5.15,60,0.88,1,0,1,False,True,False,False,True,False,True,False,False,True,False,False,0
39,22459,131854,479,63,4,12.89,48,0.4,0,1,0,True,False,False,False,False,False,False,True,False,False,True,False,0
65,28203,41288,584,103,3,19.59,60,0.71,0,0,0,False,False,True,False,True,False,True,False,False,False,False,True,0
31,110246,207653,686,99,2,13.39,12,0.83,1,0,1,False,False,False,False,False,True,False,True,False,False,False,False,0
45,43697,249397,579,49,1,11.71,24,0.89,1,1,0,False,False,True,False,True,False,False,False,False,False,False,False,0
20,144802,167067,780,100,2,7.56,48,0.87,0,1,0,False,False,False,True,False,False,False,True,False,False,False,True,0
59,137915,237074,666,71,2,3.96,24,0.63,1,0,1,False,False,False,False,False,True,False,False,False,True,False,False,0
26,39094,66921,337,70,3,12.33,24,0.32,1,1,1,False,False,True,False,True,False,False,False,False,False,False,True,0
42,39498,236601,328,115,1,5.26,48,0.54,1,1,1,False,False,True,False,True,False,False,True,False,False,False,False,0
34,79544,230785,468,9,4,18.65,12,0.62,0,1,0,False,False,True,False,False,True,True,False,False,False,False,False,0
44,128864,62588,492,76,1,4.12,24,0.38,0,1,0,True,False,False,False,False,True,False,True,False,False,False,True,0
56,36786,105637,662,102,4,10.48,24,0.22,0,1,1,False,False,False,True,False,False,False,True,False,False,False,True,0
69,97087,63418,568,92,4,21.43,48,0.6,0,0,0,False,True,False,True,False,False,False,False,False,False,True,False,0
23,90787,127405,605,107,1,19.9,24,0.64,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,0
66,147297,202094,604,78,4,2.51,24,0.18,1,0,0,False,False,True,False,False,True,False,False,False,False,False,False,0
54,48642,249232,624,89,2,21.97,24,0.72,1,0,1,False,False,True,False,False,True,True,False,False,False,False,False,0
53,132204,180533,606,50,1,5.94,36,0.46,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,0
40,85573,16605,717,68,1,9.88,36,0.57,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,0
52,58131,29932,585,23,3,6.77,60,0.74,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,0
57,85438,175290,543,45,4,23.81,60,0.41,1,0,1,True,False,False,True,False,False,True,False,False,True,False,False,0
61,117504,177672,404,20,1,7.58,24,0.33,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,0
40,121465,113365,629,16,1,21.33,24,0.16,1,1,0,False,True,False,False,True,False,True,False,False,True,False,False,0
25,100931,110178,450,18,2,8.63,24,0.67,1,0,1,False,False,True,False,False,True,True,False,False,False,False,True,0
43,116817,144890,685,53,3,20.19,24,0.56,1,0,1,False,False,False,False,True,False,False,False,False,False,True,False,0
59,36044,109109,721,20,4,23.39,24,0.49,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,0
29,79027,116332,649,48,1,4.3,60,0.51,1,0,0,False,True,False,True,False,False,True,False,False,True,False,False,0
63,74001,216605,577,35,2,6.92,48,0.69,1,0,1,False,False,True,False,False,False,True,False,True,False,False,False,0
53,27481,242368,429,88,2,21.33,60,0.25,0,0,1,False,False,True,False,False,False,True,False,False,True,False,False,0
49,135564,29335,468,74,2,11.79,12,0.64,1,1,1,False,False,True,False,False,True,False,False,False,False,False,False,0
61,75647,199566,483,16,4,11.54,60,0.8,0,0,1,False,False,True,False,False,True,False,True,False,False,True,False,0
40,88750,63908,485,76,4,10.69,24,0.42,1,1,1,True,False,False,True,False,False,True,False,False,False,False,False,0
34,94972,163840,814,89,2,20.54,60,0.46,1,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0
63,110463,246651,788,47,3,20.64,12,0.28,1,1,1,False,True,False,False,False,False,True,False,False,False,True,False,0
50,31363,29638,364,119,3,9.76,36,0.86,0,0,0,False,True,False,False,False,True,False,True,False,True,False,False,0
24,128130,40440,386,52,2,19.93,36,0.7,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,0
32,138881,185763,596,53,2,19.06,36,0.89,0,0,1,True,False,False,False,True,False,True,False,False,False,True,False,0
45,86165,154618,724,88,4,8.7,36,0.38,0,1,1,True,False,False,False,True,False,False,True,False,False,False,False,0
36,70920,144287,604,118,4,13.44,60,0.41,1,1,1,False,False,True,False,False,True,False,False,False,False,False,True,0
40,25674,91091,740,82,1,8.81,60,0.4,1,1,1,True,False,False,False,False,False,False,False,False,False,True,False,0
67,100498,55384,462,0,3,5.52,60,0.15,1,0,0,False,False,True,True,False,False,True,False,False,True,False,False,0
59,111943,157610,652,108,2,5.9,36,0.2,0,1,1,True,False,False,True,False,False,True,False,False,False,False,True,0
64,75112,22061,615,37,1,21.43,24,0.76,1,1,1,False,True,False,False,False,True,True,False,True,False,False,False,0
29,128504,172691,394,81,1,8.6,24,0.37,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0
54,38416,219543,714,90,4,19.75,60,0.38,0,1,1,False,False,True,False,False,True,False,True,False,False,False,False,0
50,95759,185234,640,50,2,13.85,24,0.63,1,1,1,True,False,False,True,False,False,False,False,False,False,False,True,0
33,39382,66005,485,58,2,11.63,48,0.41,1,1,1,False,True,False,True,False,False,False,False,True,False,False,False,0
51,96367,192415,624,114,4,23.41,12,0.27,1,0,1,False,False,False,False,False,True,True,False,False,False,False,True,0
47,57649,226862,759,114,1,22.79,12,0.79,0,1,0,False,False,False,False,False,True,True,False,False,False,False,True,0
56,148462,139445,302,33,1,11.58,60,0.2,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,0
56,142014,136445,535,64,4,6.49,60,0.4,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,0
53,50377,169568,318,39,4,3.4,36,0.49,1,0,0,False,False,True,False,False,True,False,False,False,False,False,True,0
54,55101,38921,619,101,2,22.79,12,0.74,0,0,1,True,False,False,False,False,True,False,False,True,False,False,False,0
22,55345,127904,781,74,3,9.25,48,0.59,1,0,0,False,False,True,False,False,True,True,False,True,False,False,False,0
64,125988,177961,727,78,2,7.74,24,0.16,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,0
69,138216,147704,335,67,3,14.9,24,0.36,1,0,1,False,True,False,True,False,False,False,True,False,False,True,False,0
44,45927,83738,522,73,3,14.19,36,0.3,0,1,1,False,False,True,True,False,False,True,False,False,True,False,False,0
37,57578,42543,486,17,4,3.97,48,0.7,1,0,0,True,False,False,False,True,False,False,True,False,True,False,False,0
29,140256,185869,338,74,4,10.52,36,0.33,1,0,1,False,True,False,False,False,False,True,False,True,False,False,False,0
47,60693,135204,816,62,1,8.09,24,0.45,1,1,0,True,False,False,True,False,False,True,False,True,False,False,False,0
24,19861,135318,493,118,2,8.78,36,0.88,1,0,1,False,False,True,False,False,True,False,True,False,False,False,False,0
53,82470,147410,794,3,2,18.03,24,0.64,1,1,1,False,False,False,False,False,True,True,False,False,True,False,False,0
63,77618,21420,472,107,4,21.73,60,0.52,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
31,81352,202451,331,66,1,10.42,60,0.23,1,1,0,False,False,False,False,False,True,False,True,False,True,False,False,0
47,137766,159223,353,12,3,24.38,60,0.28,1,1,0,False,True,False,False,False,False,True,False,True,False,False,False,0
55,74814,189825,519,23,3,21.85,36,0.8,0,0,1,True,False,False,False,False,True,False,True,False,True,False,False,0
22,95160,168966,434,64,4,15.43,36,0.76,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,0
60,41976,103092,809,110,4,16.47,60,0.23,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,0
54,111928,108959,578,118,2,15.83,12,0.73,0,1,1,False,False,False,True,False,False,True,False,False,True,False,False,0
23,53773,119870,589,86,4,14.8,60,0.5,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,0
66,149789,33032,815,6,2,18.64,24,0.45,0,1,0,False,False,True,False,False,True,False,True,True,False,False,False,0
23,79334,61714,688,99,1,16.87,48,0.3,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,0
31,103718,46618,832,14,2,7.59,12,0.17,0,0,1,False,True,False,True,False,False,False,True,False,False,False,True,0
53,49240,142667,675,25,4,2.36,60,0.18,0,0,1,False,False,True,False,False,True,False,True,True,False,False,False,0
28,82261,211410,461,60,2,13.12,12,0.29,1,1,0,False,False,False,False,False,False,True,False,False,False,False,True,0
65,149456,172130,619,71,2,17.69,24,0.37,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,0
45,133472,173005,495,114,3,17.11,36,0.29,1,1,1,False,False,True,False,True,False,False,True,True,False,False,False,0
27,51918,211422,621,30,4,19.03,48,0.21,1,0,0,True,False,False,False,False,True,False,False,True,False,False,False,0
49,22399,119727,614,36,1,18.75,48,0.83,1,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0
38,128540,155353,728,32,4,11.35,12,0.34,1,0,1,False,True,False,True,False,False,True,False,False,False,True,False,0
27,116825,81118,647,64,3,18.22,60,0.55,1,1,1,False,True,False,False,True,False,True,False,False,True,False,False,0
60,65383,114642,508,91,1,12.52,24,0.47,0,0,1,False,True,False,True,False,False,False,False,False,False,False,True,0
57,18781,75855,318,44,4,24.58,36,0.34,1,0,0,False,False,False,False,False,False,False,True,False,True,False,False,0
23,122236,133750,529,28,2,16.81,60,0.61,0,1,1,False,False,False,False,True,False,True,False,False,False,False,False,0
65,48731,93021,575,53,3,23.18,60,0.79,1,0,0,True,False,False,True,False,False,True,False,False,False,False,True,0
44,96454,143542,571,81,1,24.53,60,0.15,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,0
42,114411,214281,554,61,4,22.14,60,0.74,1,1,0,False,True,False,False,False,False,True,False,False,False,True,False,0
56,32592,33084,439,14,4,4.33,24,0.87,1,0,1,True,False,False,False,True,False,True,False,False,False,False,False,0
36,101956,249000,516,75,1,10.06,24,0.8,1,0,1,False,False,True,False,True,False,True,False,False,False,False,False,0
30,116431,102407,553,77,1,20.7,12,0.52,1,1,0,False,False,True,False,True,False,False,True,False,False,False,True,0
56,94335,21491,684,86,2,14.11,60,0.9,0,0,1,True,False,False,True,False,False,True,False,False,False,False,True,0
35,35442,90302,333,66,3,17.88,12,0.5,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,0
24,139849,87840,540,99,2,16.28,36,0.4,1,1,1,False,True,False,False,True,False,False,True,True,False,False,False,0
52,51179,127324,744,108,2,2.58,36,0.66,1,0,0,False,False,False,False,False,False,False,True,False,False,False,True,0
59,29375,47502,457,19,3,2.95,60,0.37,1,1,1,False,False,False,False,True,False,False,True,False,False,False,False,0
42,21371,232436,544,64,4,14.11,60,0.57,0,1,1,False,False,True,False,False,False,False,True,False,False,False,True,0
30,75028,9424,476,7,2,14.3,24,0.43,0,0,0,True,False,False,False,True,False,True,False,True,False,False,False,0
55,120015,98964,724,112,3,3.78,60,0.13,0,1,1,False,True,False,False,False,False,False,True,True,False,False,False,0
25,27179,38707,429,81,4,21.21,60,0.22,0,1,1,False,False,True,True,False,False,False,False,True,False,False,False,0
50,69111,109744,543,101,1,10.69,48,0.84,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,0
37,115891,189794,774,92,3,2.81,60,0.13,0,1,0,True,False,False,False,True,False,True,False,False,False,False,False,0
28,78856,208881,483,47,2,11.9,36,0.38,0,0,1,False,False,True,True,False,False,True,False,False,False,True,False,0
54,19957,182076,681,108,3,4.8,12,0.22,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,0
18,70974,98911,473,13,1,7.66,12,0.48,0,0,1,True,False,False,True,False,False,False,False,True,False,False,False,0
54,51072,117482,834,76,2,24.98,48,0.39,0,1,0,False,False,False,False,False,True,False,False,False,False,False,True,0
44,89000,79762,532,42,3,23.67,24,0.67,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,0
18,64309,181128,490,5,3,17.26,36,0.26,1,0,0,False,False,True,True,False,False,False,False,True,False,False,False,0
19,68745,103378,691,17,1,22.18,60,0.14,0,1,1,False,False,False,False,False,True,False,True,False,False,False,True,0
31,42011,128474,581,110,4,8.73,24,0.69,1,0,1,True,False,False,False,False,True,True,False,True,False,False,False,0
28,99552,95628,539,55,1,17.87,60,0.49,1,0,1,False,True,False,False,True,False,True,False,False,True,False,False,0
53,147423,18950,624,65,4,13.24,24,0.49,0,0,1,True,False,False,False,False,True,True,False,False,False,False,False,0
61,78876,175488,764,59,3,22.43,48,0.17,0,1,1,False,True,False,False,True,False,False,False,False,True,False,False,0
64,82889,238393,427,70,4,14.81,24,0.49,0,1,1,True,False,False,False,False,False,False,True,False,False,True,False,0
60,126314,102159,352,17,1,24.46,48,0.23,0,0,1,False,True,False,False,False,True,False,False,True,False,False,False,0
38,87168,23264,543,65,2,12.32,48,0.77,0,1,1,False,True,False,False,True,False,False,True,False,False,True,False,0
36,130057,85947,321,54,3,20.51,36,0.56,0,0,1,False,True,False,True,False,False,False,True,False,False,False,False,0
32,90060,77595,504,19,3,6.97,48,0.74,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,0
32,106403,52270,802,71,3,16.5,60,0.21,1,1,0,True,False,False,True,False,False,False,True,False,False,True,False,0
58,116926,137218,635,61,3,5.71,12,0.12,0,0,1,True,False,False,False,True,False,False,True,False,True,False,False,0
21,139892,63715,767,80,1,21.82,48,0.66,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,0
39,131409,172015,689,40,3,17.15,48,0.15,0,1,1,True,False,False,False,False,True,False,True,True,False,False,False,0
47,84415,44572,617,4,4,18.49,36,0.8,1,1,0,True,False,False,False,False,True,False,False,False,True,False,False,0
38,78039,137664,513,58,4,16.67,24,0.58,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,0
36,123231,42170,363,72,1,2.45,12,0.14,1,1,1,False,False,False,False,True,False,True,False,False,True,False,False,0
45,149577,45582,309,118,2,8.93,12,0.33,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0
68,145393,217567,524,97,3,11.24,24,0.41,1,1,1,True,False,False,False,False,True,False,True,False,True,False,False,0
54,100747,5027,654,43,2,15.95,36,0.42,1,0,1,False,False,True,False,True,False,True,False,True,False,False,False,0
67,34759,11289,372,54,1,8.56,36,0.32,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,0
43,134917,207763,707,44,1,5.45,12,0.46,0,1,1,True,False,False,False,False,True,False,True,False,False,True,False,0
55,39290,136565,412,116,2,6.39,48,0.33,0,0,1,True,False,False,False,False,False,True,False,True,False,False,False,0
44,21773,147438,808,51,3,10.32,60,0.62,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,0
56,19368,215065,586,39,1,5.92,36,0.36,0,1,1,False,False,True,False,False,True,False,False,False,True,False,False,0
28,126821,165234,753,70,4,7.76,60,0.68,1,1,0,False,False,True,True,False,False,False,True,False,True,False,False,0
68,17728,17155,487,52,3,21.0,36,0.75,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,0
50,140011,144994,567,64,1,14.43,60,0.81,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,0
21,49990,146835,765,87,2,2.26,24,0.11,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,0
22,84928,137828,423,21,3,20.15,24,0.78,0,1,1,False,False,True,True,False,False,False,False,True,False,False,False,0
55,18287,61820,620,105,3,4.18,36,0.38,0,1,1,False,True,False,False,False,False,False,True,False,True,False,False,0
36,55444,205940,844,118,2,20.3,60,0.42,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,0
36,58684,20962,543,110,3,14.51,24,0.64,1,0,0,False,False,True,False,False,True,True,False,False,False,True,False,0
52,87533,161025,367,10,2,12.87,60,0.56,1,1,1,True,False,False,False,False,True,False,True,True,False,False,False,0
54,46573,12324,767,68,2,5.66,36,0.79,1,0,1,True,False,False,False,True,False,False,True,False,False,False,False,0
46,51954,119856,515,12,2,2.67,12,0.53,1,1,1,False,True,False,False,False,False,True,False,False,True,False,False,0
38,47158,236475,424,10,2,11.02,48,0.89,0,1,1,True,False,False,False,False,True,False,False,True,False,False,False,0
40,80993,185580,345,86,3,2.56,12,0.51,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0
48,112173,70873,688,17,3,24.96,24,0.71,0,0,1,False,False,True,False,False,False,True,False,True,False,False,False,0
60,108712,195161,425,15,2,22.54,48,0.41,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,0
35,70079,52522,503,87,1,7.85,24,0.68,1,0,1,False,False,True,False,True,False,False,True,False,False,True,False,0
57,107036,38441,698,19,4,23.21,24,0.24,0,0,1,False,True,False,False,False,False,False,True,True,False,False,False,0
54,80718,26007,320,45,1,24.79,24,0.72,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,0
62,130810,155353,401,66,1,24.33,48,0.58,0,1,0,False,True,False,True,False,False,True,False,False,True,False,False,0
25,116387,39533,631,16,2,2.25,36,0.72,1,1,1,False,False,False,False,False,True,True,False,False,True,False,False,0
50,72577,37329,458,107,4,13.34,48,0.82,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,0
40,31200,58517,830,47,2,11.2,36,0.7,1,0,1,False,True,False,False,False,False,False,False,False,False,False,True,0
45,149628,95517,778,2,1,15.27,60,0.64,0,0,1,True,False,False,False,False,True,False,True,False,False,True,False,0
33,80804,36633,569,77,4,20.34,60,0.2,0,0,0,False,False,False,False,True,False,False,True,False,False,True,False,0
23,54072,155903,763,4,2,4.68,24,0.65,1,0,1,False,False,True,False,False,False,False,True,False,False,False,True,0
41,126910,77332,729,111,4,16.26,36,0.26,0,1,1,True,False,False,False,False,False,False,False,False,False,False,True,0
20,101242,75682,447,4,1,8.14,60,0.23,1,0,1,False,False,False,False,False,True,False,True,False,False,False,True,0
58,57287,248871,702,61,3,22.73,24,0.83,0,1,1,False,False,False,False,False,True,False,False,False,False,True,False,0
41,34134,14054,683,26,3,10.82,24,0.75,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,0
25,113208,9633,371,33,4,13.42,36,0.44,0,0,1,False,False,False,False,False,True,False,False,False,True,False,False,0
52,121391,88553,370,78,3,8.79,36,0.35,1,0,0,True,False,False,False,False,True,True,False,False,True,False,False,0
